category,subcategory,title,url
Atmosphere,Aerosols,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Aerosols#
Atmosphere,Aerosols,Data Availability,http://data.ncpor.res.in/newhtml
Atmosphere,Aerosols,SOE : Scientific Voyage Details,https://npdc.ncpor.res.in/npdc/voyage.action
Atmosphere,Aerosols,Weather and Environment,https://npdc.ncpor.res.in/npdc/weather_and_env.action
Atmosphere,Aerosols,Search AWS & Meteorological Datasets,https://npdc.ncpor.res.in/pdc
Atmosphere,Aerosols,Sagar Kanya Cruise Report,https://npdc.ncpor.res.in/npdc/cruiseSummary.jsp
Atmosphere,Aerosols,Surface Data at Maitri & Gangotri,https://npdc.ncpor.res.in/npdc/surfacedata_gangotri_maitri.jsp
Atmosphere,Aerosols,Synoptic Data From Bharti Station (2016-21),http://synopticdata.ncpor.res.in:8000/
Atmosphere,Aerosols,New Datasets,https://npdc.ncpor.res.in/npdc/submit_new_dataset.action
Atmosphere,Aerosols,Last Submitted Datasets,https://npdc.ncpor.res.in/npdc/recent_user_submissions.action
Atmosphere,Aerosols,Polar View,https://www.polarview.aq/antarctic
Atmosphere,Aerosols,NCMRWF - Southern Ocean,https://www.ncmrwf.gov.in/product_main_sout_mihir.php
Atmosphere,Aerosols,NCMRWF - Sea-ice Arctic,https://www.ncmrwf.gov.in/product_main_polar.php
Atmosphere,Aerosols,NCMRWF - Sea-ice Antarctic,https://www.ncmrwf.gov.in/product_main_polar_antarctic.php
Atmosphere,Aerosols,Search by Data Types,https://data.ncpor.res.in/search/
Atmosphere,Aerosols,Free Text,https://npdc.ncpor.res.in/npdc/freeTextSearch_all.action
Atmosphere,Aerosols,"Sign
					In",https://npdc.ncpor.res.in/npdc/sign_in.action
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1045999464&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1136515254&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1230666191&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1247982761&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1320263485&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1374843428&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1502717976&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1521993989&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-157694453&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1680161851&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1754638948&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1763574713&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1795963969&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1805771574&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2012960409&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2101208991&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF287925077&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF319204951&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF338242295&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-372426576&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF430767373&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-48266438&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF493213217&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF505644936&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF572860981&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-589293744&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF646040343&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF655555208&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF687435215&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF69033634&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF725112866&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-752352652&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-761925082&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF801139890&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-820657579&userType=user&parameter1=Aerosols
Atmosphere,Aerosols,Dataset by Science Keywords,https://npdc.ncpor.res.in/npdc/browse_by_keyword.action
Atmosphere,Aerosols,Dataset by Location,https://npdc.ncpor.res.in/npdc/browse_by_location.action
Atmosphere,Aerosols,Observation Dataset,https://data.ncpor.res.in/dataset/blackcarbon/
Atmosphere,Aerosols,Quantarctica,https://www.npolar.no/quantarctica/
Atmosphere,Aerosols,Data Portal,https://data.ncpor.res.in/
Atmosphere,Aerosols,Synoptic Data,https://synopticdata.ncpor.res.in/
Atmosphere,Aerosols,Python,https://www.python.org/
Atmosphere,Aerosols,Ferret visualization and analysis Tool,https://ferret.pmel.noaa.gov/Ferret/downloads/ferret-installation-and-update-guide
Atmosphere,Aerosols,The R Project,https://www.r-project.org/
Atmosphere,Air Quality,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Air+Quality#
Atmosphere,Air Quality,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1591293445&userType=user&parameter1=Air+Quality
Atmosphere,Air Quality,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF574026990&userType=user&parameter1=Air+Quality
Atmosphere,Altitude,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Altitude#
Atmosphere,Altitude,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF945065548&userType=user&parameter1=Altitude
Atmosphere,Atmospheric Chemistry,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Atmospheric+Chemistry#
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1014782652&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1036230840&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1321227778&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1339741464&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1411608805&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1602808151&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1651124592&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1776142345&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF191897394&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1962969027&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2004756988&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2065724760&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF2126005309&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF288730353&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-590368608&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF593497001&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Chemistry,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-622755025&userType=user&parameter1=Atmospheric+Chemistry
Atmosphere,Atmospheric Electricity,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Atmospheric+Electricity#
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1210149422&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1357650422&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1399472374&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1456473111&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2058534009&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF2066457120&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-230378348&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-25642239&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-329946784&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF892234994&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Electricity,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-92130867&userType=user&parameter1=Atmospheric+Electricity
Atmosphere,Atmospheric Phenomena,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Atmospheric+Phenomena#
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-106953680&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1081352705&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1090179209&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1207140250&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1217757811&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1254767399&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1301930460&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1311130099&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1380325444&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1426437494&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1430283994&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1433171483&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1547156850&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1576910331&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1681403345&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1707125058&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1734278106&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2085083176&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2114994637&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF2128693529&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF253580262&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-348050458&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-485025085&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-623820900&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-634062567&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-666215245&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-713746818&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-758822909&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF844716556&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Phenomena,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF967213255&userType=user&parameter1=Atmospheric+Phenomena
Atmosphere,Atmospheric Pressure,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Atmospheric+Pressure#
Atmosphere,Atmospheric Pressure,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2021454087&userType=user&parameter1=Atmospheric+Pressure
Atmosphere,Atmospheric Radiation,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Atmospheric+Radiation#
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1048425422&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1165577765&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1304977038&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1331112512&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-142896316&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1482635983&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1681840914&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1818660534&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1998108267&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-2115775438&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF217529550&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-304018176&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF306900572&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF364875270&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF383677090&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-457636831&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF487729567&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-651581924&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-775828343&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF786254639&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF83415034&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-845088275&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Radiation,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF999210332&userType=user&parameter1=Atmospheric+Radiation
Atmosphere,Atmospheric Temperature,Search For Datasets »,https://npdc.ncpor.res.in/npdc/search_mf_title_all.action?search=title&expedition_type=all&parameter=Atmosphere&parameter1=Atmospheric+Temperature#
Atmosphere,Atmospheric Temperature,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF-1002151556&userType=user&parameter1=Atmospheric+Temperature
Atmosphere,Atmospheric Temperature,View metadata,https://npdc.ncpor.res.in/npdc/search_mf_data.action?search=title&expedition_type=Antarctic&parameter=MF1087166273&userType=user&parameter1=Atmospheric+Temperature
